Pestaña,Set_Parenting,Categoria_Tipo,Nombre,Link
S2,Set G,Core Bakugan,Fencer,https://bakugan.fandom.com/wiki/Fencer
S2,Set G,Core Bakugan,Foxbat,https://bakugan.fandom.com/wiki/Foxbat
S2,Set G,Core Bakugan,Mega Brontes,https://bakugan.fandom.com/wiki/Mega_Brontes
S2,Set G,Core Bakugan,Spindle,https://bakugan.fandom.com/wiki/Spindle
S2,Set G,Bakugan Traps,Falcon Fly,https://bakugan.fandom.com/wiki/Falcon_Fly
S2,Set G,Bakugan Traps,Hexados,https://bakugan.fandom.com/wiki/Hexados
S2,Set G,Bakugan Traps,Legionoid,https://bakugan.fandom.com/wiki/Legionoid
S2,Set G,Special Attack,Alpha Percival Cyclone,https://bakugan.fandom.com/wiki/Alpha_Percival_Cyclone
S2,Set G,Special Attack,Dual Elfin Revolution,https://bakugan.fandom.com/wiki/Dual_Elfin_Revolution
S2,Set G,Special Attack,Infinity Dragonoid,https://bakugan.fandom.com/wiki/Infinity_Dragonoid
S2,Set G,Special Attack,Percival Vortex,https://bakugan.fandom.com/wiki/Percival_Vortex
S2,Set G,Special Attack,Turbine Dragonoid,https://bakugan.fandom.com/wiki/Turbine_Dragonoid
S2,Set G,Special Types Introduced,BakuGlow,https://bakugan.fandom.com/wiki/BakuGlow
S2,Set H,Core Bakugan,Altair,https://bakugan.fandom.com/wiki/Altair
S2,Set H,Core Bakugan,Hyper Dragonoid,https://bakugan.fandom.com/wiki/Hyper_Dragonoid
S2,Set H,Core Bakugan,Ingram,https://bakugan.fandom.com/wiki/Ingram
S2,Set H,Core Bakugan,Viper Helios,https://bakugan.fandom.com/wiki/Viper_Helios
S2,Set H,Core Bakugan,Wired,https://bakugan.fandom.com/wiki/Wired
S2,Set H,Bakugan Traps,Fortress,https://bakugan.fandom.com/wiki/Fortress
S2,Set H,Special Attack,Cyclone Dragonoid,https://bakugan.fandom.com/wiki/Cyclone_Dragonoid
S2,Set H,Special Attack,Orbit Helios,https://bakugan.fandom.com/wiki/Orbit_Helios
S2,Set H,Special Types Introduced,BakuSteel,https://bakugan.fandom.com/wiki/BakuSteel
S2,Set I,Core Bakugan,Abis Omega,https://bakugan.fandom.com/wiki/Abis_Omega
S2,Set I,Core Bakugan,Alto Brontes,https://bakugan.fandom.com/wiki/Alto_Brontes
S2,Set I,Core Bakugan,Moskeeto,https://bakugan.fandom.com/wiki/Moskeeto
S2,Set I,Core Bakugan,Neo Dragonoid (7in1 Maxus),https://bakugan.fandom.com/wiki/Neo_Dragonoid_(7in1_Maxus)
S2,Set I,Core Bakugan,Thunder Wilda,https://bakugan.fandom.com/wiki/Thunder_Wilda
S2,Set I,Core Bakugan,Verias,https://bakugan.fandom.com/wiki/Verias
S2,Set I,Bakugan Traps,Brachium,https://bakugan.fandom.com/wiki/Brachium
S2,Set I,Bakugan Traps,Dark Hound,https://bakugan.fandom.com/wiki/Dark_Hound
S2,Set I,Bakugan Traps,Dynamo,https://bakugan.fandom.com/wiki/Dynamo
S2,Set I,Bakugan Traps,Grafias,https://bakugan.fandom.com/wiki/Grafias
S2,Set I,Bakugan Traps,Grakas Hound,https://bakugan.fandom.com/wiki/Grakas_Hound
S2,Set I,Bakugan Traps,Hylash,https://bakugan.fandom.com/wiki/Hylash
S2,Set I,Bakugan Traps,Spitarm,https://bakugan.fandom.com/wiki/Spitarm
S2,Set I,Bakugan Traps,Spyderfencer,https://bakugan.fandom.com/wiki/Spyderfencer
S2,Set I,Special Attack,Mystic Elico,https://bakugan.fandom.com/wiki/Mystic_Elico
S2,Set I,Special Attack,White Naga,https://bakugan.fandom.com/wiki/White_Naga
S2,Set I,Bakugan Formations,Maxus Dragonoid,https://bakugan.fandom.com/wiki/Maxus_Dragonoid
S2,Set I,Bakugan Formations,Maxus Helios,https://bakugan.fandom.com/wiki/Maxus_Helios
S2,Set I,Special Types Introduced,BakuCore,https://bakugan.fandom.com/wiki/BakuCore_(B3)
S2,Set I,Special Types Introduced,BakuCrystal,https://bakugan.fandom.com/wiki/BakuCrystal
S2,Set I,Special Types Introduced,BakuFlip,https://bakugan.fandom.com/wiki/BakuFlip
S2,Set J,Core Bakugan,Atmos,https://bakugan.fandom.com/wiki/Atmos
S2,Set J,Core Bakugan,Freezer,https://bakugan.fandom.com/wiki/Freezer
S2,Set J,Core Bakugan,Myriad Hades,https://bakugan.fandom.com/wiki/Myriad_Hades
S2,Set J,Core Bakugan,Stug,https://bakugan.fandom.com/wiki/Stug
S2,Set J,Core Bakugan,Ultra Dragonoid,https://bakugan.fandom.com/wiki/Ultra_Dragonoid
S2,Set J,Bakugan Traps,Hexstar,https://bakugan.fandom.com/wiki/Hexstar
S2,Set J,Special Attack,Moonlit Monarus,https://bakugan.fandom.com/wiki/Moonlit_Monarus
S2,Set J,Special Attack,Ultra Dragonoid Typhoon,https://bakugan.fandom.com/wiki/Ultra_Dragonoid_Typhoon
S2,Set J,Special Types Introduced,BakuFrost,https://bakugan.fandom.com/wiki/BakuFrost
S2,Set J,Special Types Introduced,BakuLyte,https://bakugan.fandom.com/wiki/BakuLyte
S2,Set J,Special Types Introduced,BakuMutation,https://bakugan.fandom.com/wiki/BakuMutation
S2,Set J,Special Types Introduced,BakuSolar,https://bakugan.fandom.com/wiki/BakuSolar
S2,Set J,Core Bakugan,Blast Elico,https://bakugan.fandom.com/wiki/Blast_Elico
S2,Set J,Core Bakugan,Cross Dragonoid,https://bakugan.fandom.com/wiki/Cross_Dragonoid
S2,Set J,Core Bakugan,Dryoid,https://bakugan.fandom.com/wiki/Dryoid
S2,Set J,Core Bakugan,Helios MK2,https://bakugan.fandom.com/wiki/Helios_MK2
S2,Set J,Core Bakugan,Knight Percival,https://bakugan.fandom.com/wiki/Knight_Percival
S2,Set J,Core Bakugan,Master Ingram,https://bakugan.fandom.com/wiki/Master_Ingram
S2,Set J,Core Bakugan,Minx Elfin,https://bakugan.fandom.com/wiki/Minx_Elfin
S2,Set J,Core Bakugan,Vexos Dragonoid,https://bakugan.fandom.com/wiki/Vexos_Dragonoid
S2,Set J,Bakugan Traps,Tripod Theta MK2,https://bakugan.fandom.com/wiki/Tripod_Theta_MK2
S2,Set J,Bakugan Formations,Maxus Cross Dragonoid,https://bakugan.fandom.com/wiki/Maxus_Cross_Dragonoid
S2,Set J,Bakugan Formations,Maxus Helios MK2,https://bakugan.fandom.com/wiki/Maxus_Helios_MK2
S2,Anime Exclusive Bakugan,Core Bakugan,Aluze,https://bakugan.fandom.com/wiki/Aluze
S2,Anime Exclusive Bakugan,Core Bakugan,Anchorsaur,https://bakugan.fandom.com/wiki/Anchorsaur
S2,Anime Exclusive Bakugan,Core Bakugan,Atchibee,https://bakugan.fandom.com/wiki/Atchibee
S2,Anime Exclusive Bakugan,Core Bakugan,Boriates,https://bakugan.fandom.com/wiki/Boriates
S2,Anime Exclusive Bakugan,Core Bakugan,Clawcer,https://bakugan.fandom.com/wiki/Clawcer
S2,Anime Exclusive Bakugan,Core Bakugan,Farbros,https://bakugan.fandom.com/wiki/Farbros
S2,Anime Exclusive Bakugan,Core Bakugan,Fly Beetle,https://bakugan.fandom.com/wiki/Fly_Beetle
S2,Anime Exclusive Bakugan,Core Bakugan,Goblinball,https://bakugan.fandom.com/wiki/Goblinball
S2,Anime Exclusive Bakugan,Core Bakugan,Hammersaur,https://bakugan.fandom.com/wiki/Hammersaur
S2,Anime Exclusive Bakugan,Core Bakugan,Jelldon,https://bakugan.fandom.com/wiki/Jelldon
S2,Anime Exclusive Bakugan,Core Bakugan,MAC Spider,https://bakugan.fandom.com/wiki/MAC_Spider
S2,Anime Exclusive Bakugan,Core Bakugan,Macubass,https://bakugan.fandom.com/wiki/Macubass
S2,Anime Exclusive Bakugan,Core Bakugan,Magma Wilda,https://bakugan.fandom.com/wiki/Magma_Wilda
S2,Anime Exclusive Bakugan,Core Bakugan,Rafflesian,https://bakugan.fandom.com/wiki/Rafflesian
S2,Anime Exclusive Bakugan,Core Bakugan,Rex Vulcan,https://bakugan.fandom.com/wiki/Rex_Vulcan
S2,Anime Exclusive Bakugan,Core Bakugan,Saint Nemus,https://bakugan.fandom.com/wiki/Saint_Nemus
S2,Anime Exclusive Bakugan,Core Bakugan,Shadow Wing,https://bakugan.fandom.com/wiki/Shadow_Wing
S2,Anime Exclusive Bakugan,Core Bakugan,Sylvee,https://bakugan.fandom.com/wiki/Sylvee
S2,Anime Exclusive Bakugan,Core Bakugan,Wontu,https://bakugan.fandom.com/wiki/Wontu
S2,Anime Exclusive Bakugan,Bakugan Formations,Assail Farbros,https://bakugan.fandom.com/wiki/Assail_Farbros
S2,Anime Exclusive Bakugan,Special Attack,Flare Wilda,https://bakugan.fandom.com/wiki/Flare_Wilda
S2,Anime Exclusive Bakugan,Special Attack,Maxila,https://bakugan.fandom.com/wiki/Maxila
S2,Anime Exclusive Bakugan,Bakugan Traps,Flash Falcon Fly,https://bakugan.fandom.com/wiki/Flash_Falcon_Fly
