Pestaña,Set_Parenting,Categoria_Tipo,Nombre,Link
S4,Set R,Core Bakugan,Phantom Dharak,https://bakugan.fandom.com/wiki/Phantom_Dharak
S4,Set R,Core Bakugan,Titanium Dragonoid,https://bakugan.fandom.com/wiki/Titanium_Dragonoid
S4,Set R,Core Bakugan,Vertexx,https://bakugan.fandom.com/wiki/Vertexx
S4,Set R,Core Bakugan,Viper Helios,https://bakugan.fandom.com/wiki/Viper_Helios
S4,Set R,Core Bakugan,Wolfurio,https://bakugan.fandom.com/wiki/Wolfurio
S4,Set R,BakuMutant,Mercury Dragonoid,https://bakugan.fandom.com/wiki/Mercury_Dragonoid
S4,Set R,BakuMutant,Mutant Taylean,https://bakugan.fandom.com/wiki/Mutant_Taylean
S4,Set R,BakuNano,Daftorix,https://bakugan.fandom.com/wiki/Daftorix
S4,Set R,BakuNano,Lanzato,https://bakugan.fandom.com/wiki/Lanzato
S4,Set R,BakuNano,Shoxrox,https://bakugan.fandom.com/wiki/Shoxrox
S4,Set R,BakuNano,Slicerix,https://bakugan.fandom.com/wiki/Slicerix
S4,Set R,Mechtogan,Accelerak,https://bakugan.fandom.com/wiki/Accelerak
S4,Set R,Mechtogan,Dreadeon,https://bakugan.fandom.com/wiki/Dreadeon
S4,Set R,Mechtogan,Silent Strike,https://bakugan.fandom.com/wiki/Silent_Strike
S4,Set R,Mechtogan,Slynix,https://bakugan.fandom.com/wiki/Slynix
S4,Set R,Mechtogan,Vexfist,https://bakugan.fandom.com/wiki/Vexfist
S4,Set R,Mechtogan Titans,Faser Titan,https://bakugan.fandom.com/wiki/Faser_Titan
S4,Set R,Mechtogan Titans,Razen Titan,https://bakugan.fandom.com/wiki/Razen_Titan
S4,Set R,Mobile Assault,Koptorix,https://bakugan.fandom.com/wiki/Koptorix
S4,Set R,Mobile Assault,Rapilator,https://bakugan.fandom.com/wiki/Rapilator
S4,Set R,Mobile Assault,Zoompha,https://bakugan.fandom.com/wiki/Zoompha
S4,Set R,BakuSteel Traps,Fire Scorpion,https://bakugan.fandom.com/wiki/Fire_Scorpion
S4,Set R,BakuSteel Traps,Fortress,https://bakugan.fandom.com/wiki/Fortress
S4,Set R,BakuSteel Traps,Tripod Theta,https://bakugan.fandom.com/wiki/Tripod_Theta
S4,Set S,Core Bakugan,Boulderon,https://bakugan.fandom.com/wiki/Boulderon
S4,Set S,Core Bakugan,Krowll,https://bakugan.fandom.com/wiki/Krowll
S4,Set S,BakuNano,Aeroblaze,https://bakugan.fandom.com/wiki/Aeroblaze
S4,Set S,BakuNano,Jamsaber,https://bakugan.fandom.com/wiki/Jamsaber
S4,Set S,BakuNano,Orehammer,https://bakugan.fandom.com/wiki/Orehammer
S4,Set S,BakuNano,Spearax,https://bakugan.fandom.com/wiki/Spearax
S4,Set S,Mechtogan,Miserak,https://bakugan.fandom.com/wiki/Miserak
S4,Set S,Mechtogan,Rockfist,https://bakugan.fandom.com/wiki/Rockfist
S4,Set S,Mechtogan,Sky Sprint,https://bakugan.fandom.com/wiki/Sky_Sprint
S4,Set S,Mechtogan,Smasheon,https://bakugan.fandom.com/wiki/Smasheon
S4,Set S,Mechtogan,Swift Sweep,https://bakugan.fandom.com/wiki/Swift_Sweep
S4,Set T,Baku Sky Raiders,Fusion Dragonoid,https://bakugan.fandom.com/wiki/Fusion_Dragonoid
S4,Set T,Baku Sky Raiders,Jaakor,https://bakugan.fandom.com/wiki/Jaakor
S4,Set T,Baku Sky Raiders,Orbeum,https://bakugan.fandom.com/wiki/Orbeum
S4,Set T,Baku Sky Raiders,Reptak,https://bakugan.fandom.com/wiki/Reptak
S4,Set T,Baku Sky Raiders,Skytruss,https://bakugan.fandom.com/wiki/Skytruss
S4,Set T,Baku Sky Raiders Combinations,Aeroblitz,https://bakugan.fandom.com/wiki/Aeroblitz
S4,Set T,Baku Sky Raiders Combinations,Magmafury,https://bakugan.fandom.com/wiki/Magmafury
S4,Set T,BakuFusion,Radizen,https://bakugan.fandom.com/wiki/Radizen
S4,Set T,BakuFusion,Roxtor,https://bakugan.fandom.com/wiki/Roxtor
S4,Set T,BakuFusion,Spatterix,https://bakugan.fandom.com/wiki/Spatterix
S4,Set T,BakuFusion,Stronk,https://bakugan.fandom.com/wiki/Stronk
S4,Set T,BakuFusion Combinations,Betakor,https://bakugan.fandom.com/wiki/Betakor
S4,Set T,BakuFusion Combinations,Scorptak,https://bakugan.fandom.com/wiki/Scorptak
S4,Set U,Core Bakugan,Lumagrowl,https://bakugan.fandom.com/wiki/Lumagrowl
S4,Set U,Baku Sky Raiders,Betadron,https://bakugan.fandom.com/wiki/Betadron
S4,Set U,Baku Sky Raiders,Kodokor,https://bakugan.fandom.com/wiki/Kodokor
S4,Set U,Baku Sky Raiders,Mutabrid,https://bakugan.fandom.com/wiki/Mutabrid
S4,Set U,Baku Sky Raiders Combinations,Gliderak,https://bakugan.fandom.com/wiki/Gliderak
S4,Set U,BakuFusion,Balista,https://bakugan.fandom.com/wiki/Balista
S4,Set U,BakuFusion,Worton,https://bakugan.fandom.com/wiki/Worton
S4,Set U,BakuFusion Combinations,Volkaos,https://bakugan.fandom.com/wiki/Volkaos
S4,Set U,Bakugan Battle Suits,Clawbruk,https://bakugan.fandom.com/wiki/Clawbruk
S4,Set U,Bakugan Battle Suits,Fortatron,https://bakugan.fandom.com/wiki/Fortatron
S4,Set U,Bakugan vs Marvel,Iron Man,https://bakugan.fandom.com/wiki/Iron_Man
S4,Set U,Bakugan vs Marvel,Iron Man (Extremis Armor),https://bakugan.fandom.com/wiki/Iron_Man_(Extremis_Armor)
S4,Set U,Bakugan vs Marvel,Iron Man (Stealth Armor),https://bakugan.fandom.com/wiki/Iron_Man_(Stealth_Armor)
S4,Set U,Bakugan vs Marvel,Red Skull,https://bakugan.fandom.com/wiki/Red_Skull
S4,Set U,Bakugan vs Marvel,Wolverine,https://bakugan.fandom.com/wiki/Wolverine
S4,Set V,Core Bakugan,Commandix Dragonoid,https://bakugan.fandom.com/wiki/Commandix_Dragonoid
S4,Set V,Baku Sky Raiders,Aerogan,https://bakugan.fandom.com/wiki/Aerogan
S4,Set V,Mechtogan,Coredegon,https://bakugan.fandom.com/wiki/Coredegon
S4,Set V,Mechtogan,Exostriker,https://bakugan.fandom.com/wiki/Exostriker
S4,Set V,Mechtogan,Mandibor,https://bakugan.fandom.com/wiki/Mandibor
S4,Set V,Mechtogan,Slycerak,https://bakugan.fandom.com/wiki/Slycerak
S4,Set V,Mechtogan Destroyers,Dragonoid Destroyer,https://bakugan.fandom.com/wiki/Dragonoid_Destroyer
S4,Set V,Mechtogan Destroyers,Mechtavius Destroyer,https://bakugan.fandom.com/wiki/Mechtavius_Destroyer
S4,Set W,Core Bakugan,Horridian,https://bakugan.fandom.com/wiki/Horridian
S4,Set W,Core Bakugan,Spyron,https://bakugan.fandom.com/wiki/Spyron
S4,Set W,BakuMutants,Mutant Helios,https://bakugan.fandom.com/wiki/Mutant_Helios
S4,Set W,BakuMutants,Mutant Krakenoid,https://bakugan.fandom.com/wiki/Mutant_Krakenoid
S4,Set W,Mechtogan,Flytris,https://bakugan.fandom.com/wiki/Flytris
S4,Set W,Mechtogan,Thorak,https://bakugan.fandom.com/wiki/Thorak
S4,Set W,Mechtogan Combinations,Duomechtra,https://bakugan.fandom.com/wiki/Duomechtra
S4,Set W,Bakugan vs Marvel,Captain America (Bucky Barnes),https://bakugan.fandom.com/wiki/Captain_America_(Bucky_Barnes)
S4,Set W,Bakugan vs Marvel,Captain America (Steve Rogers),https://bakugan.fandom.com/wiki/Captain_America_(Steve_Rogers)
S4,Set W,Bakugan vs Marvel,Spider Man,https://bakugan.fandom.com/wiki/Spider_Man
S4,Set W,Bakugan vs Marvel,Spider Man (Symbiote Suit),https://bakugan.fandom.com/wiki/Spider_Man_(Symbiote_Suit)
S4,Set X,BakuMutant,Mutant Krowll,https://bakugan.fandom.com/wiki/Mutant_Krowll
S4,Anime Exclusive Bakugan,Core Bakugan,Amazon,https://bakugan.fandom.com/wiki/Amazon
S4,Anime Exclusive Bakugan,Core Bakugan,Brachiosaur,https://bakugan.fandom.com/wiki/Brachiosaur
S4,Anime Exclusive Bakugan,Core Bakugan,Evolved Razenoid,https://bakugan.fandom.com/wiki/Evolved_Razenoid
S4,Anime Exclusive Bakugan,Core Bakugan,Fury,https://bakugan.fandom.com/wiki/Fury
S4,Anime Exclusive Bakugan,Core Bakugan,Tuskus,https://bakugan.fandom.com/wiki/Tuskus
S4,Anime Exclusive Bakugan,Core Bakugan,Ventoraptor,https://bakugan.fandom.com/wiki/Ventoraptor
S4,Anime Exclusive Bakugan,Baku Air Raiders,Atmos,https://bakugan.fandom.com/wiki/Atmos
S4,Anime Exclusive Bakugan,Baku Air Raiders,Cosmic Ingram,https://bakugan.fandom.com/wiki/Cosmic_Ingram
S4,Anime Exclusive Bakugan,Baku Air Raiders,Ravenoid,https://bakugan.fandom.com/wiki/Ravenoid
S4,Anime Exclusive Bakugan,BakuMine,Unknown BakuMine,https://bakugan.fandom.com/wiki/Unknown_BakuMine
S4,Anime Exclusive Bakugan,BakuNano,Batterax,https://bakugan.fandom.com/wiki/Batterax
S4,Anime Exclusive Bakugan,BakuNano,Blamtheon,https://bakugan.fandom.com/wiki/Blamtheon
S4,Anime Exclusive Bakugan,BakuNano,Boomenator,https://bakugan.fandom.com/wiki/Boomenator
S4,Anime Exclusive Bakugan,BakuNano,Boompike,https://bakugan.fandom.com/wiki/Boompike
S4,Anime Exclusive Bakugan,BakuNano,Reconblast,https://bakugan.fandom.com/wiki/Reconblast
S4,Anime Exclusive Bakugan,BakuNano,Snipeon,https://bakugan.fandom.com/wiki/Snipeon
S4,Anime Exclusive Bakugan,BakuNano,Zillinger,https://bakugan.fandom.com/wiki/Zillinger
S4,Anime Exclusive Bakugan,Mechtogan,Chromopod,https://bakugan.fandom.com/wiki/Chromopod
S4,Anime Exclusive Bakugan,Bakugan vs Marvel,Hulk,https://bakugan.fandom.com/wiki/Hulk
S4,Anime Exclusive Bakugan,Bakugan vs Marvel,Loki,https://bakugan.fandom.com/wiki/Loki
S4,Anime Exclusive Bakugan,Bakugan vs Marvel,Red Hulk,https://bakugan.fandom.com/wiki/Red_Hulk
S4,Anime Exclusive Bakugan,Bakugan vs Marvel,The Mighty Thor,https://bakugan.fandom.com/wiki/The_Mighty_Thor
S4,Anime Exclusive Bakugan,Bakugan vs Marvel,Thor,https://bakugan.fandom.com/wiki/Thor
