Pestaña,Set_Parenting,Categoria_Tipo,Nombre,Link
S3,Set L,Core Bakugan,Sabator,https://bakugan.fandom.com/wiki/Sabator
S3,Set L,Battle Gear,Battle Sabre,https://bakugan.fandom.com/wiki/Battle_Sabre
S3,Set L,Battle Gear,Boomix,https://bakugan.fandom.com/wiki/Boomix
S3,Set L,Battle Gear,Chompixx,https://bakugan.fandom.com/wiki/Chompixx
S3,Set L,Battle Gear,Zukanator,https://bakugan.fandom.com/wiki/Zukanator
S3,Set L,Super Assault,Glotronoid,https://bakugan.fandom.com/wiki/Glotronoid
S3,Set L,Super Assault,Merlix,https://bakugan.fandom.com/wiki/Merlix
S3,Set L,Super Assault,Mystic Chancer,https://bakugan.fandom.com/wiki/Mystic_Chancer
S3,Set L,Super Assault,Raptorix,https://bakugan.fandom.com/wiki/Raptorix
S3,Set L,Super Assault,Splight,https://bakugan.fandom.com/wiki/Splight
S3,Set M,Core Bakugan,Contestir,https://bakugan.fandom.com/wiki/Contestir
S3,Set M,Core Bakugan,Hawktor,https://bakugan.fandom.com/wiki/Hawktor
S3,Set M,Core Bakugan,Linehalt,https://bakugan.fandom.com/wiki/Linehalt
S3,Set M,Core Bakugan,Lythirus,https://bakugan.fandom.com/wiki/Lythirus
S3,Set M,Core Bakugan,Plitheon,https://bakugan.fandom.com/wiki/Plitheon
S3,Set M,Core Bakugan,Rubanoid,https://bakugan.fandom.com/wiki/Rubanoid
S3,Set M,Battle Gear,Barias Gear,https://bakugan.fandom.com/wiki/Barias_Gear
S3,Set M,Battle Gear,Battle Crusher,https://bakugan.fandom.com/wiki/Battle_Crusher
S3,Set M,Battle Gear,Lansor,https://bakugan.fandom.com/wiki/Lansor
S3,Set M,Battle Gear,Terrorcrest,https://bakugan.fandom.com/wiki/Terrorcrest
S3,Set M,Super Assault,Apexeon,https://bakugan.fandom.com/wiki/Apexeon
S3,Set M,Super Assault,Breezak,https://bakugan.fandom.com/wiki/Breezak
S3,Set M,Super Assault,Cobrakus,https://bakugan.fandom.com/wiki/Cobrakus
S3,Set M,Super Assault,Longfly,https://bakugan.fandom.com/wiki/Longfly
S3,Set N,Core Bakugan,Aksela,https://bakugan.fandom.com/wiki/Aksela
S3,Set N,Core Bakugan,Blitz Dragonoid,https://bakugan.fandom.com/wiki/Blitz_Dragonoid
S3,Set N,Core Bakugan,Dartaak,https://bakugan.fandom.com/wiki/Dartaak
S3,Set N,Core Bakugan,Fangoid,https://bakugan.fandom.com/wiki/Fangoid
S3,Set N,Core Bakugan,Jetro,https://bakugan.fandom.com/wiki/Jetro
S3,Set N,Core Bakugan,Luxtor,https://bakugan.fandom.com/wiki/Luxtor
S3,Set N,Core Bakugan,Phantom Dharak,https://bakugan.fandom.com/wiki/Phantom_Dharak
S3,Set N,Core Bakugan,Sky & Gaia Dragonoid,https://bakugan.fandom.com/wiki/Sky_%26_Gaia_Dragonoid
S3,Set N,Core Bakugan,Spidaro,https://bakugan.fandom.com/wiki/Spidaro
S3,Set N,Core Bakugan,Zeon Hylash,https://bakugan.fandom.com/wiki/Zeon_Hylash
S3,Set N,Battle Gear,Gigarth,https://bakugan.fandom.com/wiki/Gigarth
S3,Set N,Battle Gear,Lashor,https://bakugan.fandom.com/wiki/Lashor
S3,Set N,Battle Gear,Razoid,https://bakugan.fandom.com/wiki/Razoid
S3,Set N,Battle Gear,Spartablaster,https://bakugan.fandom.com/wiki/Spartablaster
S3,Set N,Battle Gear,Swayther,https://bakugan.fandom.com/wiki/Swayther
S3,Set N,Battle Gear,Vicer,https://bakugan.fandom.com/wiki/Vicer
S3,Set N,Super Assault,Gyrazor,https://bakugan.fandom.com/wiki/Gyrazor
S3,Set N,Super Assault,Irisca,https://bakugan.fandom.com/wiki/Irisca
S3,Set N,Super Assault,Quakix Gorem,https://bakugan.fandom.com/wiki/Quakix_Gorem
S3,Set N,Super Assault,Ziperator,https://bakugan.fandom.com/wiki/Ziperator
S3,Set O,Core Bakugan,Battalix Dragonoid,https://bakugan.fandom.com/wiki/Battalix_Dragonoid
S3,Set O,Core Bakugan,Brawlacus Dharak,https://bakugan.fandom.com/wiki/Brawlacus_Dharak
S3,Set O,Battle Gear,Axator Gear,https://bakugan.fandom.com/wiki/Axator_Gear
S3,Set O,Battle Gear,Beamblitzer,https://bakugan.fandom.com/wiki/Beamblitzer
S3,Set O,Battle Gear,Blasteroid,https://bakugan.fandom.com/wiki/Blasteroid
S3,Set O,Battle Gear,Nukix Gear,https://bakugan.fandom.com/wiki/Nukix_Gear
S3,Set O,Battle Gear,Riptor,https://bakugan.fandom.com/wiki/Riptor
S3,Set O,Battle Gear,Smashtor,https://bakugan.fandom.com/wiki/Smashtor
S3,Set O,Mobile Assault,Impalaton,https://bakugan.fandom.com/wiki/Impalaton
S3,Set O,Mobile Assault,Jakalier,https://bakugan.fandom.com/wiki/Jakalier
S3,Set O,Ultimate Bakugan Formations,Dharak Colossus,https://bakugan.fandom.com/wiki/Dharak_Colossus
S3,Set O,Ultimate Bakugan Formations,Dragonoid Colossus,https://bakugan.fandom.com/wiki/Dragonoid_Colossus
S3,Set O,Ultimate Bakugan Formations,Exokor,https://bakugan.fandom.com/wiki/Exokor
S3,Set P,Core Bakugan,Damakor,https://bakugan.fandom.com/wiki/Damakor
S3,Set P,Core Bakugan,Gren,https://bakugan.fandom.com/wiki/Gren
S3,Set P,Core Bakugan,Lockanoid,https://bakugan.fandom.com/wiki/Lockanoid
S3,Set P,Core Bakugan,Megarus,https://bakugan.fandom.com/wiki/Megarus
S3,Set P,Core Bakugan,Nastix,https://bakugan.fandom.com/wiki/Nastix
S3,Set P,Core Bakugan,Olifus,https://bakugan.fandom.com/wiki/Olifus
S3,Set P,Core Bakugan,Ramdol,https://bakugan.fandom.com/wiki/Ramdol
S3,Set P,Core Bakugan,Rickoran,https://bakugan.fandom.com/wiki/Rickoran
S3,Set P,Core Bakugan,Scaboid,https://bakugan.fandom.com/wiki/Scaboid
S3,Set P,Battle Gear,Destrakon Gear,https://bakugan.fandom.com/wiki/Destrakon_Gear
S3,Set P,Battle Gear,Explosix Gear,https://bakugan.fandom.com/wiki/Explosix_Gear
S3,Set P,Battle Gear,Helmgund,https://bakugan.fandom.com/wiki/Helmgund
S3,Set P,Battle Gear,Terrix Gear,https://bakugan.fandom.com/wiki/Terrix_Gear
S3,Set P,Super Assault,Buz Hornix,https://bakugan.fandom.com/wiki/Buz_Hornix
S3,Set P,Super Assault,Sprayzer,https://bakugan.fandom.com/wiki/Sprayzer
S3,Set P,Super Assault,Venoclaw,https://bakugan.fandom.com/wiki/Venoclaw
S3,Set P,Super Assault,Volt Elezoid,https://bakugan.fandom.com/wiki/Volt_Elezoid
S3,Set P,Mobile Assault,Raytheus,https://bakugan.fandom.com/wiki/Raytheus
S3,Anime Exclusive Bakugan,Core Bakugan,Dharaknoid,https://bakugan.fandom.com/wiki/Dharaknoid
S3,Anime Exclusive Bakugan,Core Bakugan,Genesis Dragonoid,https://bakugan.fandom.com/wiki/Genesis_Dragonoid
S3,Anime Exclusive Bakugan,Core Bakugan,Neo Ziperator,https://bakugan.fandom.com/wiki/Neo_Ziperator
