Nombre_JP,Nombre_ENG,Atributo,G-Power,Size,Weight,Rareza,URL
祉ャ若吾с潟祉眼ゃ,Haos Fusion Dragonoid,Haos,870G+(10G/90G),32mm,15.5g,7.0,http://bakucolle.com/archives/9008036.html
祉ャ若吾с潟祉眼ゃ,Haos Fusion Dragonoid,Haos,920G,32mm,15.5g,7.0,http://bakucolle.com/archives/10873671.html
若潟祉ャ若吾с潟祉眼ゃ,Darkus Fusion Dragonoid,Darkus,890G+(10G/30G),32mm,15.5g,7.0,http://bakucolle.com/archives/8967102.html
若潟祉ャ若吾с潟祉眼ゃ,Darkus Fusion Dragonoid,Darkus,930G,32mm,15.5g,7.0,http://bakucolle.com/archives/8967187.html
若潟祉ャ若吾с潟祉眼ゃ,Darkus Fusion Dragonoid,Darkus,1020G,32mm,14.0g,7.0,http://bakucolle.com/archives/13240610.html
眼＜祉若ャ若祉眼ゃ,Pyrus Mercury Dragonoid,Pyrus,Unknown,32mm,,7.0,http://bakucolle.com/archives/25054514.html
≪≪祉若ャ若祉眼ゃ,Aquos Mercury Dragonoid,Aquos,Unknown,32mm,14.5g,7.0,http://bakucolle.com/archives/25043084.html
眼＜祉若ャ若祉眼ゃ,Pyrus Mercury Dragonoid,Pyrus,750G+(200G/140G)900G+(210G/150G),32mm,14.5g,7.0,http://bakucolle.com/archives/8779691.html
≪≪祉若ャ若祉眼ゃ,Aquos Mercury Dragonoid,Aquos,750G+(200G/150G),32mm,14.5g,7.0,http://bakucolle.com/archives/29411633.html
≪≪祉若ャ若祉眼ゃ,Aquos Mercury Dragonoid,Aquos,G+(150G/200G),32mm,19.5g,8.0,http://bakucolle.com/archives/27844672.html
若ｃ鴻祉若ャ若祉眼ゃ,Ventus Mercury Dragonoid,Ventus,700G/1010G+(210G/150G),32mm,14.5g,7.0,http://bakucolle.com/archives/13241275.html
泣祉若ャ若祉眼ゃ,Subterra Mercury Dragonoid,Subterra,680G+(220G/140G)720G+(220G/140G)990G+(210G/170G),32mm,15.0g19.0g,7.0,http://bakucolle.com/archives/8872155.html
祉若ャ若祉眼ゃ,Haos Mercury Dragonoid,Haos,770G+(180G/140G),32mm,14.5g,7.0,http://bakucolle.com/archives/9006454.html
祉若ャ若祉眼ゃ,Haos Mercury Dragonoid,Haos,Unknown,32mm,19.0g,8.0,http://bakucolle.com/archives/9006070.html
≪ゃ≪潟祉眼ゃ,Iron Dragonoid,Pyrus,840G,32mm,22.5g,7.0,http://bakucolle.com/archives/8779805.html
≪≪祉≪ゃ≪潟祉眼ゃ,Aquos Iron Dragonoid,Aquos,790G/850G,32mm,21.5g,6.0,http://bakucolle.com/archives/8863603.html
若ｃ鴻祉≪ゃ≪潟祉眼ゃ,Ventus Iron Dragonoid,Ventus,880G,32mm,21.5g,6.0,http://bakucolle.com/archives/8912822.html
泣祉≪ゃ≪潟祉眼ゃ,Subterra Iron Dragonoid,Subterra,Unknown,32mm,21.5g,8.0,http://bakucolle.com/archives/27561372.html
若潟祉≪ゃ≪潟祉眼ゃ,Darkus Iron Dragonoid,Darkus,880G,32mm,22.0g,6.0,http://bakucolle.com/archives/8965360.html
眼＜祉＜帥祉眼ゃ,Pyrus Meta Dragonoid,Pyrus,900G(600G-750G-750G-800G-900G-900G)(600G-700G-800G-900G-950G-1000G)(600G-650G-800G-850G-850G-950G),32mm,13.5g18.5g,6.0,http://bakucolle.com/archives/8779920.html
眼＜祉＜帥祉眼ゃ,Pyrus Meta Dragonoid,Pyrus,(650G-700G-750G-800G-850G-1000G),32mm,18.5g,7.0,http://bakucolle.com/archives/14734344.html
≪≪祉＜帥祉眼ゃ,Aquos Meta Dragonoid,Aquos,900G,32mm,13.5g,6.0,http://bakucolle.com/archives/8863548.html
若ｃ鴻祉＜帥祉眼ゃ,Ventus Meta Dragonoid,Ventus,(600G-750G-750G-800G-900G-900G),32mm,13.5g,6.0,http://bakucolle.com/archives/8912866.html
祉＜帥祉眼ゃ,Haos Meta Dragonoid,Haos,(500G-700G-800G-900G-1000G-1000G)(650G-700G-850G-900G-900G-1000G),32mm,13.0g/19.5g,6.0,http://bakucolle.com/archives/9006145.html
若潟祉＜帥祉眼ゃ,Darkus Meta Dragonoid,Darkus,910G,32mm,13.5g,6.0,http://bakucolle.com/archives/8965876.html
潟潟ｃ 祉眼ゃ,Commandix Dragonoid,Pyrus,950G,32mm,15.5g,5.0,http://bakucolle.com/archives/8791351.html
眼＜祉帥,Pyrus Reptac,Pyrus,830G+(20G/70G),32mm,16.0g,7.0,http://bakucolle.com/archives/29648766.html
眼＜祉帥,Pyrus Reptac,Pyrus,830G+(70G/20G),32mm,15.5g,7.0,http://bakucolle.com/archives/12681752.html
≪≪祉帥,Aquos Reptac,Aquos,900G+(30G),32mm,15.5g,7.0,http://bakucolle.com/archives/8865289.html
鴻ゃ,Spyron,Ventus,Unknown,,,,http://bakucolle.com/archives/7159472.html
ャ若帥潟祉鴻ゃ,Mutant Krakenoid,Subterra,Unknown,,,,http://bakucolle.com/archives/7158498.html
若潟祉帥,Darkus Reptac,Darkus,Unknown,32mm,15.5g,7.0,http://bakucolle.com/archives/13240198.html
眼＜祉≪,Pyrus Aeroblitz,Pyrus,Unknown,32mm,30.5g,7.0,http://bakucolle.com/archives/29648771.html
眼＜祉≪,Pyrus Aeroblitz,Pyrus,Unknown,32mm,30.5g,7.0,http://bakucolle.com/archives/12681939.html
若潟祉≪,Darkus Aeroblitz,Darkus,Unknown,32mm,30.5g,7.0,http://bakucolle.com/archives/13240140.html
≪≪祉鴻帥,Aquos Infinity Trister,Aquos,460G/500G/520G/540G/560G/640G,32mm,15.0g,8.0,http://bakucolle.com/archives/12899038.html
祉鴻帥,Haos Infinity Trister,Haos,Unknown,32mm,g,7.0,http://bakucolle.com/archives/25054444.html
ゃ潟ｃｃ祉,Infinity Helios,Pyrus,Unknown,,,,http://bakucolle.com/archives/7170763.html
眼＜祉鴻帥,Pyrus Infinity Trister,Pyrus,(600G-650G-700G-750G-900G-1000G),32mm,15.0g,7.0,http://bakucolle.com/archives/11561483.html
違潟祉眼ゃ,Titanium Dragonoid,Aquos,Unknown,,,,http://bakucolle.com/archives/7171653.html
若ｃ鴻祉鴻帥,Ventus Infinity Trister,Ventus,(700G-700G-750G-900G-900G-950),32mm,15.0g,7.0,http://bakucolle.com/archives/8913163.html
祉鴻帥,Haos Infinity Trister,Haos,(600G-700G-850G-900G-900G-950),32mm,21.5g,7.0,http://bakucolle.com/archives/9006596.html
祉鴻帥,Haso Infinity Trister,Haos,(600G-700G-850G-900G-900G-950G),32mm,15.0g,7.0,http://bakucolle.com/archives/9006525.html
若潟祉鴻帥,Darkus Infinity Trister,Darkus,(750G-750G-850G-950G-1000G-1150G),32mm,15.0g,7.0,http://bakucolle.com/archives/8966107.html
眼＜祉,Pyrus Radizen,Pyrus,950G,32mm,14.0g,7.0,http://bakucolle.com/archives/12682016.html
眼＜祉,Pyrus Radizen,Pyrus,940G,32mm,14.0g,7.0,http://bakucolle.com/archives/29411837.html
,Radizen,Pyrus,1020G,32mm,14.0g,6.0,http://bakucolle.com/archives/6645018.html
≪≪祉,Aquos Radizen,Aquos,850G,32mm,14.0g,8.0,http://bakucolle.com/archives/8863767.html
若ｃ鴻祉,Ventsu Radizen,Ventus,810G,32mm,14.0g,7.0,http://bakucolle.com/archives/29411749.html
泣祉,Subterra Radizen,Subterra,940G,32mm,14.0g,7.0,http://bakucolle.com/archives/27640684.html
若潟祉,Darkus Radizen,Darkus,920G,32mm,14.0g,7.0,http://bakucolle.com/archives/12682448.html
若潟祉,Darkus Radizen,Darkus,810G,32mm,14.0g,7.0,http://bakucolle.com/archives/25026585.html
若潟祉,Darkus Radizen,Darkus,1000G/1020G,32mm,14.0g,7.0,http://bakucolle.com/archives/12682330.html
眼＜祉鴻帥,Pyrus Roxtor,Pyrus,Unknown,32mm,13.5g,5.0,http://bakucolle.com/archives/6927159.html
眼＜祉鴻帥,Pyrus Roxtor,Pyrus,850G,32mm,13.5g,7.0,http://bakucolle.com/archives/14733155.html
宴,Horridian,Pyrus,Unknown,,,,http://bakucolle.com/archives/7812372.html
≪≪祉鴻帥,Aquos Roxtor,Aquos,860G,32mm,13.5g,7.0,http://bakucolle.com/archives/8863893.html
若ｃ鴻祉鴻帥,Ventus Roxtor,Ventus,940G,32mm,13.5g,7.0,http://bakucolle.com/archives/29411775.html
鴻帥,Roxtor,Subterra,1020G,32mm,,6.0,http://bakucolle.com/archives/6644886.html
若潟祉鴻帥,Darkus Roxtor,Darkus,1100G,32mm,13.5g,7.0,http://bakucolle.com/archives/8966422.html
若潟祉鴻帥,Darkus Roxtor,Darkus,940G,32mm,13.5g,7.0,http://bakucolle.com/archives/29411889.html
若潟祉鴻帥,Darkus Roxtor,Darkus,1030G,32mm,13.5g,8.0,http://bakucolle.com/archives/14733785.html
眼＜祉帥潟,Pyrus Betakor,Pyrus,Unknown,,27.5g,7.0,http://bakucolle.com/archives/29411879.html
眼＜祉帥潟,Pyrus Betakor,Pyrus,Unknown,,27.5g,7.0,http://bakucolle.com/archives/29411872.html
≪≪祉帥潟,Aquos Betakor,Aquos,Unknown,,27.5g,7.0,http://bakucolle.com/archives/8863963.html
若ｃ鴻祉帥潟,Ventsu Betakor,Ventus,Unknown,,27.5g,7.0,http://bakucolle.com/archives/29411799.html
若潟祉帥潟,Darkus Betakor,Darkus,Unknown,,27.5g,7.0,http://bakucolle.com/archives/12682665.html
若潟祉帥潟,Darkus Betakor,Darkus,Unknown,,27.5g,7.0,http://bakucolle.com/archives/29411897.html
сゃ吟,Taylean,Ventus,540G,32mm,15.5g,7.0,http://bakucolle.com/archives/15832356.html
泣祉сゃ吟,Subterra Taylean,Subterra,580G,32mm,15.5g,7.0,http://bakucolle.com/archives/11560899.html
сゃ吟,Taylean,Pyrus,690G/870G,32mm,15.5g/19.0g,6.0,http://bakucolle.com/archives/8597255.html
≪≪祉сゃ吟,Aquos Taylean,Aquos,760G,32mm,19.5g,6.0,http://bakucolle.com/archives/8597207.html
若ｃ鴻祉сゃ吟,Ventus Taylean,Ventus,770G/850G,32mm,20.0g,7.0,http://bakucolle.com/archives/26571790.html
сゃ吟,Taylean,Darkus,Unknown,32mm,19.5g,6.0,http://bakucolle.com/archives/8597271.html
眼＜祉ャ若帥潟祉сゃ吟,Pyrus Mutant Taylean,Pyrus,960G+(200G/130G),32mm,14.0g,6.0,http://bakucolle.com/archives/29411619.html
≪≪祉ャ若帥潟祉сゃ吟,Aquos Mutant Taylean,Aquos,800G+(200G/150G)860G+(200G/150G),32mm,14.5g,6.0,http://bakucolle.com/archives/8864094.html
≪≪祉ャ若帥潟祉сゃ吟,Aquos Mutant Taylean,Aquos,760G(160G+190G),32mm,14.5g,8.0,http://bakucolle.com/archives/27844656.html
若ｃ鴻祉ャ若帥潟祉сゃ吟,Ventus Mutant Taylean,Ventus,750G(200G+140G)750G(210G+150G),32mm,14.0g,7.0,http://bakucolle.com/archives/8913235.html
泣祉ャ若帥潟祉сゃ吟,Subterra Mutant Taylean,Subterra,660G+(230G/130G)710G+(210G/170G),32mm,14.5g,6.0,http://bakucolle.com/archives/25147821.html
祉ャ若帥潟祉сゃ吟,Haos Mutant Taylean,Haos,720G+(180G/140G),32mm,14.0g,6.0,http://bakucolle.com/archives/29411628.html
若潟祉ャ若帥潟祉сゃ吟,Darkus Mutant Taylean,Darkus,700G+(210G/170G)730G+(180G/150G),32mm,14.0g,6.0,http://bakucolle.com/archives/11560829.html
莊(若),激сゃ,Haos,580G,32mm,15.5g,2.0,http://bakucolle.com/archives/7618290.html
眼＜肢軍激сゃ(),Pyrus Jaakor,Pyrus,950G,32mm,16.0g,7.0,http://bakucolle.com/archives/8794045.html
眼＜肢軍激сゃ(),Pyrus Jaakor,Pyrus,1000G,32mm,16.0g,7.0,http://bakucolle.com/archives/8794156.html
≪≪肢軍激сゃ(),Aquos Jaakor,Aquos,910G,32mm,16.0g,7.0,http://bakucolle.com/archives/8865411.html
莊潟激сゃ(),Jaakor,Aquos,1010G,32mm,16.0g,7.0,http://bakucolle.com/archives/6645128.html
≪≪肢軍激сゃ(),Aquos Jaakor,Aquos,820G/910G,32mm,16.0g,7.0,http://bakucolle.com/archives/12682915.html
若ｃ鴻肢軍激сゃ(),Ventus Jaakor,Ventus,940G,32mm,16.0g,7.0,http://bakucolle.com/archives/8916779.html
泣肢軍激сゃ(),Subterra Jaakor,Subterra,880G,32mm,16.0g,7.0,http://bakucolle.com/archives/29411939.html
泣肢軍激сゃ(),Subterra Jaakor,Subterra,1010G,32mm,16.0g,7.0,http://bakucolle.com/archives/6645173.html
泣肢軍激сゃ(),Subterra Jaakor,Subterra,880G,32mm,16.0g,7.0,http://bakucolle.com/archives/27640777.html
肢軍激сゃ(),Haos Jaakor,Haos,Unknown,32mm,16.0g,7.0,http://bakucolle.com/archives/21639709.html
肢軍激сゃ(),Haos Jaakor,Haos,930G,32mm,16.0g,7.0,http://bakucolle.com/archives/27640781.html
若潟肢軍激сゃ(),Darkus Jaakor,Darkus,Unknown,32mm,16.0g,7.0,http://bakucolle.com/archives/8979070.html
≪≪脂若,Aquos Skytress,Aquos,Unknown,32mm,,7.0,http://bakucolle.com/archives/25054503.html
(),,Ventus,580G,32mm,15.0g,2.0,http://bakucolle.com/archives/7618169.html
眼＜脂若,Pyrus Skytress,Pyrus,930G,32mm,15.0g,7.0,http://bakucolle.com/archives/8794514.html
≪≪脂若,Aquos Skytress,Aquos,920G,32mm,15.0g,7.0,http://bakucolle.com/archives/8864587.html
(),Skytruss,Ventus,1020G,32mm,15.0g,7.0,http://bakucolle.com/archives/6644699.html
脂若,Haos Skytress,Haos,Unknown,32mm,15.0g,8.0,http://bakucolle.com/archives/9007986.html
脂(),Haos Skytruss,Haos,1030G,32mm,15.0g,7.0,http://bakucolle.com/archives/13240727.html
若潟脂若,Darkus Skytress,Darkus,930G,32mm,15.0g,7.0,http://bakucolle.com/archives/8967067.html
(),Skytruss,Darkus,1010G,32mm,15.0g,7.0,http://bakucolle.com/archives/6644827.html
若潟脂若,Darkus Skytress,Darkus,930G,32mm,15.0g,7.0,http://bakucolle.com/archives/29648792.html
眼＜紫(),Pyrus Orbeum,Pyrus,900G,32mm,17.0g,8.0,http://bakucolle.com/archives/12899435.html
眼＜紫(),Pyrus Orbeum,Pyrus,900G,32mm,17.0g,8.0,http://bakucolle.com/archives/22703136.html
若ｃ鴻紫(),Ventus Orbeum,Ventus,1040G,32mm,17.0g,8.0,http://bakucolle.com/archives/29648606.html
若潟紫(),Darkus Orbeum,Darkus,910G,32mm,17.0g,8.0,http://bakucolle.com/archives/8967020.html
眼＜祉違ャ若,Pyrus Magmafury,Pyrus,Unknown,32mm,48.0g,7.0,http://bakucolle.com/archives/12900442.html
違ャ若,Magmafury,Ventus,Unknown,32mm,48.0g,7.0,http://bakucolle.com/archives/8967381.html
泣祉≪違,Subterra Boulderon,Subterra,Unknown,32mm,g,9.0,http://bakucolle.com/archives/25044724.html
眼＜祉≪違,Pyrus Boulderon,Pyrus,600G-700G-800G-950G-1000G-1150G,32mm,20.0g,7.0,http://bakucolle.com/archives/8792867.html
鴻ゃ,Spyron,Pyrus,Unknown,,,,http://bakucolle.com/archives/7160130.html
≪≪祉≪違,Aquos Boulderon,Aquos,600G-650G-700G-800G-950G-1000G,32mm,20.5g,7.0,http://bakucolle.com/archives/22732616.html
≪≪祉≪違,Aquos Boulderon,Aquos,600G/650G/700G/800G/950G/1000G,32mm,14.0g,7.0,http://bakucolle.com/archives/14733310.html
祉≪鴻,Haos Wolfurio,Haos,540G,32mm,17.0g,8.0,http://bakucolle.com/archives/18722107.html
若潟祉≪鴻,Darkus Wolfurio,Darkus,Unknown,32mm,g,8.0,http://bakucolle.com/archives/25054220.html
≪鴻,Wolfurio,Pyrus,810G,32mm,24.5g,7.0,http://bakucolle.com/archives/8792409.html
眼＜祉≪鴻,Pyrus Wolfurio,Pyrus,810G,32mm,17.0g,7.0,http://bakucolle.com/archives/29412123.html
≪≪祉≪鴻,Aquos Wolfurio,Aquos,700G/790G,32mm,24.5g,7.0,http://bakucolle.com/archives/13241165.html
泣祉ゃ潟ｃｃ祉,Subterra Infinity Helios,Subterra,Unknown,32mm,g,8.0,http://bakucolle.com/archives/25054231.html
若潟祉ゃ潟ｃｃ祉,Darkus Infinity Helios,Darkus,Unknown,32mm,g,8.0,http://bakucolle.com/archives/25045147.html
眼＜祉ゃ潟ｃｃ祉,Pyrus Infinity Helios,Pyrus,(650G-700G-750G-900G-950G-1150G),32mm,17.5g,7.0,http://bakucolle.com/archives/11503968.html
≪≪祉ゃ潟ｃｃ祉,Aquos Infinity Helios,Aquos,(700G-750G-800G-1000G-1050G-1200),32mm,17.5g,7.0,http://bakucolle.com/archives/8864314.html
若ｃ鴻祉ゃ潟ｃｃ祉,Ventus Infinity Helios,Ventus,(650G-700G-800G-900G-900G-950G),32mm,17.5g,7.0,http://bakucolle.com/archives/11503996.html
祉ゃ潟ｃｃ祉,Haso Infinity Helios,Haos,(550G-700G-800G-900G-1100G-1100G),32mm,17.5g,7.0,http://bakucolle.com/archives/11504054.html
若潟祉ゃ潟ｃｃ祉,Darkus Infinity Helios,Darkus,(750G-800G-850G-900G-1000G-1150G),32mm,17.5g,8.0,http://bakucolle.com/archives/11561046.html
眼＜祉ャ若帥潟祉,Pyrus Mutant Helios,Pyrus,740G+(200G/160G),32mm,18.0(5.5g+12.5g),8.0,http://bakucolle.com/archives/13241302.html
≪≪祉ャ若帥潟祉,Aquos Mutant Helios,Aquos,Unknown,32mm,18.0(5.5g+12.5g),7.0,http://bakucolle.com/archives/25042518.html
若ｃ鴻祉ャ若帥潟祉,Ventus Mutant Helios,Ventus,630G+(200G/160G),32mm,18.0(5.5g+12.5g),7.0,http://bakucolle.com/archives/12683267.html
若ｃ鴻祉ャ若帥潟祉,Ventus Mutant Helios,Ventus,900G+(120G/140G)850G+(?/?),32mm,18.0(5.5g+12.5g),7.0,http://bakucolle.com/archives/25026640.html
祉ャ若帥潟祉,Haos Mutant Helios,Haos,Unknown,32mm,18.0g,7.0,http://bakucolle.com/archives/29648533.html
≪≪祉≪,Aquos Aerogan,Aquos,850G,32mm,16.5g,5.0,http://bakucolle.com/archives/8865177.html
若潟祉ゃ冴,Darkus Razenoid,Darkus,(380G-440G-500G-560G-620G-680G),32mm,14.5g,7.0,http://bakucolle.com/archives/19419659.html
若潟祉ゃ冴,Darkus Razenoid,Darkus,(380G-440G-500G-560G-620G-680G),32mm,15.5g,10.0,http://bakucolle.com/archives/11562138.html
≪≪祉ゃ冴,Aquos Razenoid,Aquos,(500G-700G-800G-1100G),32mm,14.5g,7.0,http://bakucolle.com/archives/22732658.html
若ｃ鴻祉ゃ冴,Ventus Razenoid,Ventus,(700G-750G-800G-900G),32mm,25.5g,7.0,http://bakucolle.com/archives/8912983.html
泣祉ゃ冴,Subterra Razenoid,Subterra,(750G-850G-900G-1000),32mm,25.5g,7.0,http://bakucolle.com/archives/8872247.html
祉ゃ冴,Haos Razenoid,Haos,(500G-800G-850G-900G)(750G-800G-850G-950G),32mm,25.0g15.0g,7.0,http://bakucolle.com/archives/9007296.html
若潟祉ゃ冴,Darkus Razenoid,Darkus,(600G-700G-850G-950G),32mm,25.0g15.0g,7.0,http://bakucolle.com/archives/8966356.html
若ｃ鴻祉宴,Ventus Horridian,Ventus,560G,32mm,15.5g,7.0,http://bakucolle.com/archives/11561001.html
若ｃ鴻祉宴,Ventus Horridian,Ventus,900G,32mm,24.5g,7.0,http://bakucolle.com/archives/29411711.html
若ｃ鴻祉宴,Ventus Horridian,Ventus,800G,32mm,15.5g,7.0,http://bakucolle.com/archives/12681646.html
祉宴,Haos Horridian,Haos,830G,32mm,24.5g,7.0,http://bakucolle.com/archives/29411715.html
祉宴,Haos Horridian,Haos,830G,32mm,15.5g,7.0,http://bakucolle.com/archives/12681571.html
宴,Horridian,Haos,Unknown,,,,http://bakucolle.com/archives/6809471.html
,Bolcanon,Pyrus,540G,32mm,g,7.0,http://bakucolle.com/archives/25752152.html
≪≪祉,Aquos Bolcanon,Aquos,Unknown,32mm,g,7.0,http://bakucolle.com/archives/25054285.html
若ｃ鴻祉,Ventus Bolcanon,Ventus,Unknown,32mm,20.0g,6.0,http://bakucolle.com/archives/25713637.html
,Bolcanon,Subterra,930G,32mm,20.0g,5.0,http://bakucolle.com/archives/8597497.html
祉,Haos Bolcanon,Haos,940G,32mm,16.5g,7.0,http://bakucolle.com/archives/9006717.html
若潟祉,Darkus Bolcanon,Darkus,820G,32mm,20.5g,6.0,http://bakucolle.com/archives/8965987.html
眼＜祉鴻ゃ,Pyrus Krakenoid,Pyrus,870G,32mm,15.5g,7.0,http://bakucolle.com/archives/12683061.html
眼＜祉鴻ゃ,Pyrus Krakenoid,Pyrus,870G,32mm,12.5g,7.0,http://bakucolle.com/archives/11561180.html
若ｃ鴻祉鴻ゃ,Ventsu Krakenoid,Ventus,820G,32mm,15.5g,7.0,http://bakucolle.com/archives/27561411.html
泣祉鴻ゃ,Subterra Krakenoid,Subterra,800G/920G,32mm,15.5g,7.0,http://bakucolle.com/archives/8872056.html
祉鴻ゃ,Haos Krakenoid,Haos,850G,32mm,12.5g,7.0,http://bakucolle.com/archives/9007450.html
眼＜祉ャ若帥潟祉鴻ゃ,Pyrus Mutant Krakenoid,Pyrus,610G+(210G/100G),32mm,17.5g(4.5g+13.0g),7.0,http://bakucolle.com/archives/12683195.html
ャ若帥潟 祉鴻ゃ,Mutant Krakenoid,Pyrus,900G150G110G,32mm,,6.0,http://bakucolle.com/archives/6644776.html
≪≪祉ャ若帥潟祉鴻ゃ,Aquos Mutant Krakenoid,Aquos,Unknown,32mm,17.5g(4.5g+13.0g),7.0,http://bakucolle.com/archives/25042611.html
ャ若帥潟 祉鴻ゃ,Mutant Krakenoid,Haos,900G+(150G/110G),32mm,13.5g(4.5g+9.0g),6.0,http://bakucolle.com/archives/6578864.html
若ｃ鴻祉鴻ゃ,Ventus Spyron,Ventus,Unknown,32mm,g,7.0,http://bakucolle.com/archives/25044850.html
若潟祉鴻ゃ,Darkus Spyron,Darkus,Unknown,32mm,g,7.0,http://bakucolle.com/archives/25045135.html
眼＜祉鴻ゃ,Pyrus Spyron,Pyrus,820G,32mm,18.0g,7.0,http://bakucolle.com/archives/14734137.html
鴻ゃ,SPYRON,Pyrus,1000G/1020G,32mm,13.0g,7.0,http://bakucolle.com/archives/6645196.html
鴻ゃ,Spyron,Aquos,Unknown,,,,http://bakucolle.com/archives/6809608.html
若ｃ鴻祉鴻ゃ,Ventus Spyron,Ventus,560G/830G,32mm,18.0g,8.0,http://bakucolle.com/archives/8913346.html
若潟祉鴻ゃ,Darkus Spyron,Darkus,950G,32mm,18.0g,7.0,http://bakucolle.com/archives/12682750.html
若潟祉鴻ゃ,Darkus SPYRON,Darkus,1000G/1020G,32mm,13.0g,7.0,http://bakucolle.com/archives/14733862.html
眼＜祉眼＜若,Pyrus Vertexx,Pyrus,1050G,32mm,15.5g,7.0,http://bakucolle.com/archives/8793722.html
祉眼＜若,Haos Vertexx,Haos,850G,32mm,15.5g,7.0,http://bakucolle.com/archives/29411739.html
若潟祉眼＜若,Darkus Vertexx,Darkus,820G/950G,32mm,24.0g,7.0,http://bakucolle.com/archives/25026722.html
眼＜若,Vertexx,Darkus,810G,32mm,15.0g,7.0,http://bakucolle.com/archives/8597698.html
眼＜祉鴻,Pyrus Krowll,Pyrus,Unknown,32mm,g,8.0,http://bakucolle.com/archives/25042542.html
眼＜祉鴻,Pyrus Krowll,Pyrus,800G,32mm,14.0g,8.0,http://bakucolle.com/archives/8793059.html
≪≪祉鴻,Aquos Krowll,Aquos,920G,32mm,14.0g,8.0,http://bakucolle.com/archives/13241080.html
若ｃ鴻祉鴻,Ventus Krowll,Ventus,960G,32mm,17.0g,8.0,http://bakucolle.com/archives/8913430.html
眼＜祉ャ若帥潟祉鴻,Pyrus Mutant Krowll,Pyrus,730G,32mm,19.0g(5.5g+13.5g),8.0,http://bakucolle.com/archives/12898842.html
眼＜祉ャ若帥潟祉鴻,Pyrus Mutant Krowll,Pyrus,730G+(200G/140G),32mm,14.0g,8.0,http://bakucolle.com/archives/29412146.html
泣祉ャ若帥潟祉鴻,Subterra Mutant Krowll,Subterra,Unknown,32mm,19.0g(5.5g+13.5g),8.0,http://bakucolle.com/archives/25042547.html
泣祉ャ若帥潟祉鴻,Subterra Mutant Krowll,Subterra,480G+(160G/150G),32mm,14.0g,8.0,http://bakucolle.com/archives/29412179.html
眼＜祉泣ゃ潟祉若激,Pyrus Cyclone Percival,Pyrus,Unknown,32mm,22.0g,7.0,http://bakucolle.com/archives/22732371.html
≪≪祉泣ゃ潟祉若激,Aquos Cyclone Percival,Aquos,920G,32mm,14.5g,7.0,http://bakucolle.com/archives/22732424.html
若ｃ鴻祉泣ゃ潟祉若激,Ventus Cyclone Percival,Ventus,910G,32mm,14.5g,7.0,http://bakucolle.com/archives/22732441.html
祉泣ゃ潟祉若激,Haos Cyclone Percival,Haos,780G,32mm,22.0g,9.0,http://bakucolle.com/archives/22732504.html
祉泣ゃ潟祉若激,Haos Cyclone Percival,Haos,Unknown,32mm,14.5g,9.0,http://bakucolle.com/archives/22732534.html
