Nombre_JP,Nombre_ENG,Atributo,G-Power,Size,Weight,Rareza,URL
,Destrakon Gear,Clear,Unknown,,16.5g,5.0,http://bakucolle.com/archives/8321567.html
≪若潟,Airkor,Clear,180G/200G,,15.5g,3.0,http://bakucolle.com/archives/8307993.html
≪若潟,Airkor,Clear,50G,,15.5g,5.0,http://bakucolle.com/archives/8320969.html
≪若潟,Airkor,Clear,60G,,15.5g,5.0,http://bakucolle.com/archives/8321089.html
鴻若帥鴻帥,Spartablaster,Clear,160G/180G,,19.0g,3.0,http://bakucolle.com/archives/8310580.html
鴻若帥鴻帥,Spartablaster,Clear,70G,,19.0g,5.0,http://bakucolle.com/archives/12684137.html
鴻若帥鴻帥,Spartablaster,Clear,90G,,19.0g,5.0,http://bakucolle.com/archives/29682325.html
純,Vilantor Gear,Clear,160G/200G,,21.5g,3.0,http://bakucolle.com/archives/8309616.html
純,Vilantor Gear,Clear,Unknown,,Bakugan Delux Battle Gear,6.0,http://bakucolle.com/archives/7623141.html
純,Vilantor Gear,Clear,60G/80G/90G,,21.5g,5.0,http://bakucolle.com/archives/8321524.html
純,Vilantor Gear,Clear,90G,,21.5g,5.0,http://bakucolle.com/archives/8321494.html
ゃ激ｃ,Lashor,Clear,160G,,26.5g,3.0,http://bakucolle.com/archives/8309551.html
≪鴻,Barias Gear,Clear,180G,,21.5g,3.0,http://bakucolle.com/archives/8310639.html
≪鴻,Barias Gear,Clear,80G,,21.5g,5.0,http://bakucolle.com/archives/29211874.html
眼＜ゃ泣,Vicer,Clear,160G,,20.5g,3.0,http://bakucolle.com/archives/28604000.html
眼＜ゃ泣,Vicer,Clear,160G,,20.5g,3.0,http://bakucolle.com/archives/8310017.html
眼＜ゃ泣,Vicer,Clear,110G,,20.5g,5.0,http://bakucolle.com/archives/29682407.html
帥若,Battle Turbine,Clear,70G,,24.0g,5.0,http://bakucolle.com/archives/12684072.html
帥若,Battle Turbine,Clear,70G,,24.0g,5.0,http://bakucolle.com/archives/8321453.html
鴻鴻帥,Explosix Gear,Clear,180G,,19.5g,3.0,http://bakucolle.com/archives/8308669.html
с潟,Chompixx,Clear,180G,,19.0g,3.0,http://bakucolle.com/archives/8310212.html
с潟,Chompixx,Clear,50G,,19.0g,5.0,http://bakucolle.com/archives/29682336.html
с潟,Chompixx,Clear,100G,,19.0g,5.0,http://bakucolle.com/archives/8321674.html
с潟,Chompixx,Clear,60G/90G,,19.0g,5.0,http://bakucolle.com/archives/8321690.html
吾ャ潟,Razoid,Clear,180G,,20.5g,3.0,http://bakucolle.com/archives/8309184.html
吾ャ潟,Razoid,Clear,120G,,20.5g,5.0,http://bakucolle.com/archives/8321593.html
冴若若帥,Zukanator,Clear,200G,,17.0g,3.0,http://bakucolle.com/archives/8309828.html
冴若若帥,Zukanator,Clear,90G,,17.0g,5.0,http://bakucolle.com/archives/8321646.html
冴若若帥,Zukanator,Clear,70G,,17.0g,5.0,http://bakucolle.com/archives/11503794.html
冴若若帥,Zukanator,Clear,210G,,21.0g,6.0,http://bakucolle.com/archives/7623068.html
祉ゃ,Battle Sabre,Clear,90G,,19.0g,6.0,http://bakucolle.com/archives/8321773.html
祉ゃ,Battle Sabre,Clear,100G,,19.0g,6.0,http://bakucolle.com/archives/11503868.html
祉ゃ,Battle Sabre,Clear,100G,,19.0g,6.0,http://bakucolle.com/archives/8321752.html
潟泣,Lansor,Clear,90G,,14.0g,6.0,http://bakucolle.com/archives/13241968.html
鴻,Terrix Gear,Clear,130G,,21.5g,8.0,http://bakucolle.com/archives/8321882.html
鴻,Terrix Gear,Clear,Unknown,,21.5g,8.0,http://bakucolle.com/archives/28604020.html
潟,Helmgund,Clear,Unknown,,22.0g,8.0,http://bakucolle.com/archives/8322132.html
ゃ,Axator Gear,Clear,200G,,18.5g,2.0,http://bakucolle.com/archives/12278284.html
≪眼,Beamblitzer,Clear,180G,,16.0g,2.0,http://bakucolle.com/archives/12278240.html
吟,Blasteroid,Clear,160G,,17.0g,2.0,http://bakucolle.com/archives/12278212.html
違,Nukix Gear,Clear,200G,,15.5g,2.0,http://bakucolle.com/archives/12278164.html
激,Riptor,Clear,180G,,27.5g,4.0,http://bakucolle.com/archives/12277962.html
激,Riptor,Clear,100G,,29.5g+(1.5g),5.0,http://bakucolle.com/archives/12278048.html
ゃ潟激,Smashtor,Clear,200G,,30.5g,4.0,http://bakucolle.com/archives/12277908.html
ゃ潟激,Smashtor,Clear,80G,,32.5g+(1.5g),5.0,http://bakucolle.com/archives/12277997.html
若ｃ≪,Piercian,Clear,Unknown,,14.5g,2.0,http://bakucolle.com/archives/7427659.html
,-- GAGA,Clear,Unknown,,,,http://bakucolle.com/archives/7455492.html
